"id","profileName","text","date","title","rating","images","helpful","variant:colour","variant:size","variant:style name"
"R1KKP22FLLMLYT","Irshad","I will give to 4 star design is good fit in ear goodNoice cancellation goodTransparency I like this feature this is awesome  bass is goodPacking was not good","Reviewed in India on 3 February 2024","After 7 days","4.0 out of 5 stars","","0","Lightning White","Extra Large","Nord Buds 2"
"RIQGZ72P3V36I","Amazon customer","Mention by the company the specification for the product what they say is perfect super birds one if audio profile person with this budget have to surely by this one sound quality and separation is too good.","Reviewed in India on 21 January 2024","One plus Nord 2 buds Thumbs up for the product","4.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R39CQ80SZRXF6G","PARTH PATEL","Deep bassQuality voice","Reviewed in India on 31 January 2024","Good as I expected","4.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R1QUZMLQVT56XI","Konda gangadhar","Gd","Reviewed in India on 3 February 2024","Gd","4.0 out of 5 stars","","0","Lightning White","Extra Large","Nord Buds 2"
"R10KZAUEK9A6KF","Placeholder","Sometimes I feels little uncomfort thats it","Reviewed in India on 1 February 2024","Little uncomfort","4.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R2VC87XIR7741V","Ankit prasad","Nice","Reviewed in India on 28 January 2024","Nice","4.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R2M2QYSHIIJM0R","Very nice product worth full value ","Very nice buds","Reviewed in India on 1 February 2024","Quick delivery nice product","4.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R1SH9F65RZVJNB","Krishna","Charging down is very fast","Reviewed in India on 24 January 2024","Charging down","4.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R1YGHBOPFLI6D2","KOUSHAL SINGH","अच्छा प्रोडक्ट हैं लेकिन नॉइस कैंसिलेशन बिल्कुल भी अच्छा नहीं है म्यूजिक अच्छा है कंफर्टेबल है","Reviewed in India on 24 January 2024","Koushalsingh80@gmail.com","4.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R1D31ZK2ZASYYR","Nakshatra","Liked the bass and sound quality although they are similar to the other brands below 2k","Reviewed in India on 19 January 2024","Punchy bass and good sound quality","4.0 out of 5 stars","","0","Lightning White","Extra Large","Nord Buds 2"
"RB1ULNOCO7PX","Prashanth","Review after 3 months of usage.ANC - 3.5/5 - for this price range it's good but if you want good ANC then go for OPPO ENCO 2 PRO / REALME BUDS 3sound - 4.5/5- the sound is really nice and clear even in the 70% volume. As the drivers are 12.5mm u cannot hear in the full sound for sure. But if u do hear it then u are either u born with super powers or deaf.Build - 5/5 - overall build quality is excellent. i have dropped the buds  4 times  already, but still it is like a new onecomfort - 5/5 - i personally liked the design and it's really comfortable for me after wearing the buds.overall it is a value for money for this price range. highly recommended.","Reviewed in India on 10 December 2023","value for money buds","4.0 out of 5 stars","","4","Thunder Grey","Extra Large","Nord Buds 2"
"R1YT3VJXSGHOTQ","Nil","If you are getting it in sale, then definitely take it. For even 2500 it is worth the price. Sound quality is good and ANC is quite useful. Nice purchase.","Reviewed in India on 17 January 2024","Worth it","4.0 out of 5 stars","","0","Lightning White","Extra Large","Nord Buds 2"
"R3KLDT33L8EYMI","Shaad","Audio quality is nice .","Reviewed in India on 21 January 2024","Quality","4.0 out of 5 stars","","0","Lightning White","Extra Large","Nord Buds 2"
"R10Y1CB5759JL8","Amit Dwivedi","It has excellent sound quality at this price range","Reviewed in India on 20 January 2024","Excellent sound","4.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"RUAJ9M8H0IXRH","Abhiram","Bass is to good","Reviewed in India on 27 January 2024","Bass","4.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R2KEKC0XBGGMZY","Manojkanth","Nice vocalsTreble 8/10Bass 9/10Connectivity 8/10Battery 7/10Battery could have been better","Reviewed in India on 16 January 2024","Paisa vasool","4.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R3LKH2GM6FV87M","atul raj","GOOD SOUND QUALITY","Reviewed in India on 16 January 2024","VERY NICE PRODUCT","4.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R7CB5NF76EQ1N","Lakshay","Ear buds are very good .Its case is durable and strong with a beautiful color finess.Sound quality is also great, bass is greatMic is also good and no voice is break during calls, Noise cancelation is top notchPlayback time is also commendable","Reviewed in India on 28 December 2023","GREAT PRODUCT","4.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R2V7A45QEAEAQI","Piyush sethi","Classy product in this price.Noise cancellation is very good.Bass and Volume should be better.","Reviewed in India on 2 February 2024","Nice and classy","4.0 out of 5 stars","","0","Lightning White","Extra Large","Nord Buds 2"
"R2RV02AQKA3AD7","Nachiketa","Product is completely worth the cost, if expecting ANC like apple than its not for you. I have used oppo, realme, boat but from all of them this one is best","Reviewed in India on 31 December 2023","ANC","4.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R2TJ8ITSE1DTS6","AVINASH MANDAL","Sound quality it's good","Reviewed in India on 14 January 2024","quality","4.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R1H75B8ACX3FP3","Dev","I did like it .. quite nice quality and buildGood quality anc and sound","Reviewed in India on 16 January 2024","Nord buds2","4.0 out of 5 stars","https://m.media-amazon.com/images/I/71coPgnTljL.jpg","3","Thunder Grey","Extra Large","Nord Buds 2"
"RE9XKSVMDJ05L","Manikanta","Excellent sound quality and there is noise cancellation not upto mark,If anyone looks for only noise cancellation don't buy...","Reviewed in India on 10 January 2024","Sound quality","4.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R5PWIS4A648AT","ashish dahiya","battery issueloud soundnoise cancellation basicbass goodcharging issue","Reviewed in India on 9 January 2024","amazon vine","4.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R2Z9ERK9ZWSI6N","4.2","I like the bass sound","Reviewed in India on 10 January 2024","Nice product","4.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R29U5ISDO1IF8S","One plus nord buds","It's good","Reviewed in India on 11 January 2024","Earbuds","4.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R30QBI5ESA8TT3","Gagan","rich sound quality and improved battery backup and 25 db anc is awsm....","Reviewed in India on 11 January 2024","Good product","4.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R3KZCRG430K5BT","Arun Sharma","Bass is little low otherwise can go for purchase","Reviewed in India on 13 January 2024","Bass Quality","4.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R1GYF68MXMCQBB","Sanjeev","Battery backup is not very good","Reviewed in India on 27 December 2023","Battery backup","4.0 out of 5 stars","","0","Lightning White","Extra Large","Nord Buds 2"
"R1WSI735BS6IJP","Amit Kumar","ANC is namesake","Reviewed in India on 15 January 2024","Nice","4.0 out of 5 stars","","0","Lightning White","Extra Large","Nord Buds 2"
"R3IUQPMYEIDRA5","Ashokprabu K","Design:Good buds, not easily fall from the ears. But the box is not comfortable at jeans pocket, need to be a little comfortable design to keep in pockets.Quality:The quality of the material is really good, Sound quality is good, I cannot say its extraordinary because unable to make a tight push into the ears there is a air gap always, but still the ANC reduces the outside noise good and able to manage and listen the good quality sound.Connectivity:only 6 to 8 meters for a good reception. beyond this will get frequent disconnection. The 6-8 meters also should not have any hurdles then only it will be. While open the box lid it connects to the device a bit annoying, should get connect only when we pick the buds from the box, since there is a magnetic touch given or the buds it should have been handled in that way.Paring:Paring button is on the box near to the charging port, which is really good. should be a little quick responsive for the touch, some times it responses quick some times it did not response for the touch may be its due to the design texture on the touch area.Battery:30 to 40 percent consumption for a 2 hour continuous usage with ANC. Which is quit disappointment, but still it will get charged once we put the buds into the box which is a good thing. Should have to improve the battery consumption a little smarter way. Each buds took different level of consumption I guess this is  due to more touch on one buds.Convenient :For one plus mobile there a dedicated menu given in the Bluetooth setting, to control over the earphone and able to customize the touch controls. may be the touch area can be kept little down to give a good convenience to put the earphone a good push to ears. because when we try to tight the earphones the touch responses which is annoying.","Reviewed in India on 25 October 2023","Acceptable ANC Good Sound","5.0 out of 5 stars","","7","Thunder Grey","Extra Large","Nord Buds 2"
"R3LYFVSLKLZSAT","Subhash","Cost wise can save up to 700,only difference is u won't get active noise cancellation.Rest all good .","Reviewed in India on 23 December 2023","Go for OnePlus buds 2r","4.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R3MJMZ7T7AIEB1","Zaheer Ahmed","Good Sound QualityBuild Quality","Reviewed in India on 30 January 2024","Buds 2 pro","4.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R2YXPAFMEGLUGZ","Shantanu Basu","Not bad","Reviewed in India on 29 December 2023","Decent","4.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R3BN3ZDQMA9V95","SJ","I loved wired earphones even in this era. After having such long thought I just ordered it. And I am amazed by the product. Totally worth it.","Reviewed in India on 16 December 2023","I can’t believe that K liked it.","4.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R39E6KY8GPT4B2","Rayan","Best sound","Reviewed in India on 30 December 2023","So cool","4.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R1RE921K5IVEXI","VD","Nice product. working well since 2 months. Sound quality is superb.","Reviewed in India on 12 January 2024","Good product with clear sound.","4.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"RHL92Q6BENJ4B","sanjeet kumar","Best","Reviewed in India on 18 January 2024","Best","4.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R17V4LR1L4CK3B","Amazon Customer","While using Instagram call automatically unpaired","Reviewed in India on 9 January 2024","Unpaired","4.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R2TPSMK5ZM047D","Placeholder","Audio quality is good not as good as jbl but overall it is a good product","Reviewed in India on 24 December 2023","Good product","4.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R1JDHYVSDAK4XS","S.K VIGNESH","ANC AND SOUND QUALITY ARE GOOD, BUT FACING A FEW BUGS WHEN CONNECTING TO DEVICES, HAVE TO RESET AND REPAIR , BUT ITS ALRIGHT , DURABLE TOO","Reviewed in India on 24 December 2023","VERY GOOD ACTUALLT AT THAT PRICE, BUT!","4.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"RT9ZHPVAYAHUU","Deep Chandra Saini","Nice quality","Reviewed in India on 10 January 2024","Very nice","4.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R2WTNVZFB0DD9Q","abi","Good product and value for money","Reviewed in India on 6 January 2024","Good product and value for money","4.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R3822C4N4HNS63","Prem singh","Nice item","Reviewed in India on 1 January 2024","Good product","4.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R1TKVYRNS9GBPY","Ruthra","after 15 minutes ear will  pain.......","Reviewed in India on 6 January 2024","EAR PAIN","4.0 out of 5 stars","","0","Lightning White","Extra Large","Nord Buds 2"
"RG1320Z7RELUT","Anmol Agnihotri","Sound quality is beyond good.Bass enhancement is awesome.","Reviewed in India on 12 January 2024","ANC like never before! Damn!","4.0 out of 5 stars","","2","Thunder Grey","Extra Large","Nord Buds 2"
"R2LH0K6CH6FT8K","Aihab Umair","The sound quality especially the bass is amazing. The buds would glitch sometimes for a millisecond or two but mostly it is fine. The only thing I don't like about this product is it doesn't support dual pairing of devices.","Reviewed in India on 19 December 2023","Good product but no dual pairing","4.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R7GVA4AD2T0WN","Prashanth","Sound of the earbud was totally awesome and best bass effect as well as good for Outdoor experience","Reviewed in India on 28 December 2023","Quality of the Sound","4.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R1MF5WQU14K16L","Aman","It's a decent product like you fell good to have it but volume not good as pricing.","Reviewed in India on 29 December 2023","Volume is no up to the mark.","4.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R2SSNP29HN7UFD","D","Pro:-Fits very wellLong lasting bettryNoise cancellation is OkayishCons:-After the update, Changing from one device to another is pain. I have to repair the device most of the times.","Reviewed in India on 26 December 2023","Overall Good with few Obvious problems","4.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R27U3K4N9I933I","Eswarreddy","I like it","Reviewed in India on 1 January 2024","I like it's performace and the product quality","4.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R3QHMYULCL2NZ4","KRISHTIFFER","Pros:The OnePlus Nord Buds 2 impresses with amazing bass, sound quality, and user-friendly app control. The battery backup is commendable, and the ""find your buds"" feature adds convenience. The ANC functionality, with three modes, enhances the overall listening experience. Mic is also good for calls.Cons:The only drawback is the occasionally frustrating touch controls, often misinterpreting taps.Overall:OnePlus Nord Buds 2 stand out in the market with premium sound quality and features. While the touch control issue deducts a star, the product's overall excellence and OnePlus's reliable after-sales service make it a top choice in its category. It sets a high standard for competitors to prioritize product improvement over marketing.","Reviewed in India on 19 November 2023","Exceptional Sound, But Touch Controls Fall Short","4.0 out of 5 stars","https://m.media-amazon.com/images/I/61qsU38TqsL.jpg","5","Lightning White","Extra Large","Nord Buds 2"
"R1LVDYUUFCXCRY","Shubham Upadhyay","Bass and voice is amazing, The case lasts for 32 hours of charging, and the buds last for 6 hours of charging at a time.","Reviewed in India on 27 December 2023","Bass and voice.","4.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R3T1KO0LEMUO2Q","Sudhanshu monga","Writing after 4 months of rigorous gym use, they are truly value for money, the modes are decent for the price and the sound quality is top notch. They tend to slip out from my ears when i run resting wearing these but that will depend from person to person","Reviewed in India on 27 January 2024","Great buds fir the price","5.0 out of 5 stars","","0","Lightning White","Extra Large","Nord Buds 2"
"RUBGD2KD854IZ","Kranthi","1 well sound quality is good, clear with clarity2 bass, it feels like for the price it gives enough emount of bass, surely wouldn't dissapoint you for it's bass, for the price you got3 looks neat does fit fine in ur ears, used for hours didn't feel much pain in mine4 charging is good gives hours of play, couldn't say exact amount of play time but enough5 touch is good, connects, easy and fastWill update more...","Reviewed in India on 11 November 2023","Good sound, satisfied with bass","4.0 out of 5 stars","https://m.media-amazon.com/images/I/71HK6snWwXL.jpg
https://m.media-amazon.com/images/I/71RUMnCFZQL.jpg
https://m.media-amazon.com/images/I/71b0cVkrCqL.jpg","4","Thunder Grey","Extra Large","Nord Buds 2"
"R3NPK103LLW0JD","Josh Crooner ","To be honest I wasn't expecting such a good soundstage and tuning at this price. The ANC and transparency modes are top notch for my usage. The mic also seems to be clear for calls. The fit is slightly snug as the buds are large. The bass is very deep and precise. The battery also seems to be good. They look yumm in grey. I'm glad I got these. Please go for them.","Reviewed in India on 25 January 2024","Surprisingly Good Budget Friendly Buds from OnePlus","5.0 out of 5 stars","https://m.media-amazon.com/images/I/61waHS-fnpL.jpg
https://m.media-amazon.com/images/I/61yfrAIUBxL.jpg
https://m.media-amazon.com/images/I/71XyEmxhdML.jpg","0","Thunder Grey","Extra Large","Nord Buds 2"
"RI0FJ7DU2HMVX","Banupamab","These earbuds are petty good in all aspects. ANC is average, sound quality is good and it is comfortable to wear. The app is easy to use and is useful. The only complain I have is the lid of the case is loose. I don't know if it's a issue with my earbuds but I felt that it is loose. Don't go for white colour as it gets dirty very quickly","Reviewed in India on 16 January 2024","Best at this price","5.0 out of 5 stars","","0","Lightning White","Extra Large","Nord Buds 2"
"RPTBQC3UHSKVD","Rajnish kumar","Sound quality is too good , noise cancellation is just fine & but I having an issue that in ios app(Melody) this model is not showing . Please update this model on the app. Other than that there is no problem.","Reviewed in India on 26 December 2023","Best at this price range","5.0 out of 5 stars","","0","Lightning White","Extra Large","Nord Buds 2"
"R1UI2J96VDPMY3","Stringfinity","This is a review after using this for 7 days.-The sound quality and battery backup is amazing.-Good software optimization if you have oneplus,oppo, realme phones,no need for installing any apps-Built quality is also good.-Decent noise cancellation,worth for the price.-Not that much good while inside pocket,gives you a bulky feel.-Mic quality is also not that much good,You have to speak in a loud manner.-Not good for calling while riding motorcycle,it will only deliver the noise of wind.-End of the day,one of the best TWS under 3k...❤️","Reviewed in India on 3 November 2023","Best TWS under 3k","4.0 out of 5 stars","https://m.media-amazon.com/images/I/41NTvPwiRZL.jpg
https://m.media-amazon.com/images/I/61o9PlxHrML.jpg
https://m.media-amazon.com/images/I/71UhqQuVxVL.jpg","9","Thunder Grey","Extra Large","Nord Buds 2"
"RWQ86QHM4ETCS","Udit Zamwar","The product is totally insane. It is value for money. It works fantastically well with my one plus Nord phone. Very rich sound and pretty good Noise Cancellation. You can feel the difference when you turn on the Noise Cancellation Mode. I don't know how it works with other Android or iOS devices but it works great with my one plus phone.","Reviewed in India on 29 December 2023","Best Value for Money","5.0 out of 5 stars","","4","Thunder Grey","Extra Large","Nord Buds 2"
"RT7LWW1XH7LBP","NIKHIL BHOSALE ","The OnePlus Nord Buds 2 have truly impressed me with their exceptional sound quality and compatibility with both Motorola and OnePlus devices(Dolby Atmos). As an avid music lover and audio enthusiast, I am always on the lookout for earbuds that offer a premium audio experience, and these earbuds have exceeded my expectations.The sound quality produced by the OnePlus Nord Buds 2 is simply outstanding. The dynamic range is well-balanced, delivering crisp highs, rich mids, and deep, punchy bass. Whether I'm listening to my favorite tracks or watching movies, the audio immersion provided by these earbuds is remarkable. The clarity and detail in the sound make every listening session an enjoyable and immersive experience.One of the standout features of the OnePlus Nord Buds 2 is the integration of Dolby Atmos technology. This audio enhancement technology takes the soundstage to another level, providing a spacious and realistic audio environment. With Dolby Atmos, it feels like I'm in a concert hall or a movie theater, where the sound is coming from all directions. It adds depth and dimension to the sound, enhancing the overall listening experience.Furthermore, the compatibility of these earbuds with both Motorola and OnePlus devices is a huge advantage. I have used them seamlessly with my Motorola smartphone as well as my OnePlus tablet, and the pairing process was effortless. The Bluetooth connectivity is stable, ensuring uninterrupted playback without any latency issues. It's great to see that OnePlus has designed these earbuds to be compatible with multiple devices, providing flexibility for users.In terms of comfort, the OnePlus Nord Buds 2 are designed ergonomically. The earbuds fit snugly in my ears, and they come with different ear tips to suit various ear sizes. I have worn them for extended periods without any discomfort or fatigue, making them suitable for long listening sessions or while engaging in physical activities.Additionally, the battery life of the OnePlus Nord Buds 2 is impressive. With up to 7 hours of playback on a single charge and an additional 23 hours of battery life provided by the charging case, I rarely find myself needing to recharge them. The case itself is compact and easily fits into my pocket, ensuring that I can always have the earbuds with me on the go.Overall, I am thoroughly satisfied with the OnePlus Nord Buds 2. The combination of their wonderful sound quality, Dolby Atmos integration, compatibility with Motorola and OnePlus devices, and comfortable design make them a fantastic choice for anyone seeking a premium audio experience. Whether you're a music enthusiast, a movie lover, or simply want to enjoy your favorite content with exceptional audio, these earbuds deliver an immersive and enjoyable listening experience.","Reviewed in India on 16 July 2023","OnePlus Nord Buds 2 - A Wonderful Sound Experience with Dolby Atmos","5.0 out of 5 stars","","3","Thunder Grey","Extra Large","Nord Buds 2"
"R10L5NKCOFEKP7","Satyam Mishra ","The buds are very comfortable for the ear. And buds have the noise cancellation in the noise cancellation mode the outer sound will be not coming to your ear . Just buy it 👀","Reviewed in India on 18 January 2024","OnePlus buds 2 awesome","5.0 out of 5 stars","https://m.media-amazon.com/images/I/71FTZ9eb40L.jpg
https://m.media-amazon.com/images/I/71LWbwtA2tL.jpg
https://m.media-amazon.com/images/I/71luYhSyLkL.jpg","0","Thunder Grey","Extra Large","Nord Buds 2"
