"id","profileName","text","date","title","rating","images","helpful","variant:colour","variant:style name"
"R84YNTTIG37P5","Selva Bharathi","But its size is too big to fit in our ear. It often fell down.","Reviewed in India on 20 January 2024","Good","4.0 out of 5 stars","","0","Black","WF-C500/Black"
"R3BVK5JD53C78J","mathew stephen","Once it is linked to a device it is difficult to connect to a different device. Forced to reset.","Reviewed in India on 8 January 2024",".","4.0 out of 5 stars","","0","Black","WF-C700N"
"R31QFGBFROPT47","Shishir","Sound quality is really good, only drawback is that there is no proper noise cancellation for the calls,Great value for money if used for musicor movies","Reviewed in India on 5 January 2024","Value for money for music cannot be used for calls","4.0 out of 5 stars","","0","Black","WF-C500/Black"
"RWQJMLFYBAIMT","Amazon Customer","After 10 days of use, in my opinion these are a good pair of earbuds in terms of sound quality. The body doesn't look premium to me even though the original price is of the premium range.Sound wise it performs decent. It fits well. You can even try head banging, it wouldn't get off.Few issues I found:1. I have used premium ear buds which have the touch/pinch feature to operate on the media playing on the device, and they didn't respond many times to the touch and i feel the tactile button on the earbuds is a good replacement for that. In general, there is no problem with the buttons, but you cant lie down sideways as there are chances that the button will squeeze between your head and pillow, thus pausing the media or whatever you set as the button action.2. Comfort: I have used OnePlus pro ear buds which i could wear all day, but this one, i cant. I dont think i can wear it even for an hour without taking them off. It doesn't hurt a lot, but I can certainly feel some discomfort. If you are someone who would wear them all them all day, then it might not be for you.","Reviewed in India on 8 November 2023","Decent earbuds","4.0 out of 5 stars","","2","Black","WF-C700N"
"R3CF3BNI78O44W","Bidhan Shanker","It's sony. Trust the company. Delivery was fast and product received in good health.","Reviewed in India on 5 January 2024","Very nice","4.0 out of 5 stars","","0","Black","WF-C500/Black"
"R3EPD7WY3AEIHY","Rajat Verma","Each earbud weight is 4.47 gram. Good for long listening, but not good for taking calls, other end will hear background noises then yours.","Reviewed in India on 29 December 2023","Background noise complaints from receivers end during phone calls","4.0 out of 5 stars","","0","White","WF-C700N"
"R3P6YZ7SM8NG9F","Srinivas","Good","Reviewed in India on 7 January 2024","Very good quality","4.0 out of 5 stars","","0","Black","WF-C700N"
"RRVRB58FDRZ00","ravi kiran mutta","The product is good for use but the sound is somewhat low when compared to other. Noise cancellation was good","Reviewed in India on 26 December 2023","Earpods","4.0 out of 5 stars","","0","Sage Green","WF-C700N"
"R3VCN3LLIXDUMI","Nilesh","Look cool. Sound is just good.","Reviewed in India on 31 December 2023","Style","4.0 out of 5 stars","","0","Green","WF-C500"
"R2YRZH6JMSCV73","palvannan","Good quality audio.","Reviewed in India on 4 January 2024","Super","4.0 out of 5 stars","","0","Black","WF-C500/Black"
"RQOSISFM9JS2Y","Sanjeev Pundir","Sound quality = GoodNoise cancellation = fairly goodBass quality = Just OKConnectivity = Always face problem with new device. (Main issue)When i try to connect with new device' I always face problem. Not so Easy to connect.","Reviewed in India on 1 February 2024","Issue with Bluetooth connectivity","3.0 out of 5 stars","","0","Black","WF-C700N"
"R23Y2QI470A4EX","Ramesh Khambete","So the Sony quality speaks for itself - the quality, battery life, sound etc, are all great. But I was one of the unfortunate ones. The left earbud stopped working 20 days post-purchase. The right earbud and case show 100 % charged and the left only 20%. So there's that.I will be going to the service centre this week. Let's hope they get the issue sorted out.It will be that or I'm going to return it on Amazon.","Reviewed in India on 25 November 2023","All great but left earbud not working suddently","4.0 out of 5 stars","","4","Black","WF-C700N"
"R256YGMOIARTC0","hajee mohamed","Sony c700n model not what I expected . Ordenry company has good sound good bass .this item not worth the money. The sound is superb ,the speech excellent,and the sound is amazing but no.i am not satisfied.","Reviewed in India on 27 January 2024","What most important to know","3.0 out of 5 stars","","0","Black","WF-C700N"
"R2K4P9DU48NOOG","Govinda rajulu.Kandra","I have been using this since July, and it has been a great experience.However its volume is not so high, which is why I gave 4 stars.Overall great product from SONY at this price point.","Reviewed in India on 5 December 2023","Great Sound Quality","4.0 out of 5 stars","","0","Black","WF-C500/Black"
"R2J8S99GXID5MB","Mrityunjay","Sound is so rich I love to listen songs in this but I am giving 4 star because to poor call quality in outdoor I not recommend tgis for outdoor callingFor music 👍","Reviewed in India on 6 December 2023","This is for music lovers","4.0 out of 5 stars","","0","Black","WF-C500/Black"
"R7073YELHZW59","Hari Prakash","If disconnects from ms teams discussion, doesntbreconnects. Even on turning on off. Some issue while working with ms teams.Voice reception at other end is not good.","Reviewed in India on 28 January 2024","Concern regarding Stability and robust","3.0 out of 5 stars","","0","Green","WF-C500"
"R2Q9SM37SHA30R","SHIVLAL SOY","Very nice product and bass should require to improve","Reviewed in India on 13 December 2023","Product quality","4.0 out of 5 stars","","0","Black","WF-C500/Black"
"R2KBXT9L3EQM01","Kulbeer Singh","I have been using it since 04 Aug 2023 and did not encounter any problems so far. easy to fit and comfortable. you can wear them all-da.","Reviewed in India on 4 December 2023","overall good product","4.0 out of 5 stars","","0","Black","WF-C500/Black"
"RGJDZJ8YYW8FY","Vimalesh Lysander MD","I wish it is little bit more user friendly","Reviewed in India on 15 December 2023","NOT USER FRIENDLY","4.0 out of 5 stars","","0","Black","WF-C700N"
"R1T8HSYUO6L2Z6","edd","Had it been a bit not too expensive,Its a hit Product.","Reviewed in India on 7 December 2023","Very expensive.","4.0 out of 5 stars","","0","Black","WF-C700N"
"R2HIQ2191JZFSX","Arinjay Ghosh","I didn’t receive the charging wire and spare ear tips. Packaging also looked not sealed and tampered. But no damage to the earbuds itself. Nice product and very good sound. Got this over Google and OnePlus, and I am impressed.Negatives: Not seamless connectivity, you need to switch on and off manually (not like AirPods or Galaxy buds). Also does not have ANC","Reviewed in India on 1 November 2023","Great earbuds, but didn’t receive the accessories","4.0 out of 5 stars","","2","Green","WF-C500"
"R2V8KOHAMYHZDE","Best for everything exept for ANC","The ANC can only cancel low level sounds without the song playing. It's very easy to use and the music quality is top notch","Reviewed in India on 20 November 2023","The best buds in this range but ANC is a bit lacking","4.0 out of 5 stars","","0","Black","WF-C700N"
"R4EFQQRRDAQB5","A Sugavaneswaran","I have not received the warranty card for this Sony earbud's.","Reviewed in India on 8 January 2024","Warranty Card","3.0 out of 5 stars","","0","Black","WF-C700N"
"R3AM3YLNZ5MWR7","Placeholder","I like the product","Reviewed in India on 28 November 2023","All over good","4.0 out of 5 stars","","0","Black","WF-C500/Black"
"R1RPZ5EQSG6CJR","Ajin K Sudheer","I bought this a year ago for 4k, good connectivity descent battery life and best in class music quality for that budget.Call quality is not upto the mark and i don't recommend it for calling.Build quality is good but i personally don't like the design as it feels some odd in my pant pockets ( may be only my problem)Anyway trust my word...for listening to music and video this is excellent","Reviewed in India on 18 October 2023","Good for 🎶","4.0 out of 5 stars","","8","Black","WF-C500/Black"
"RSWVBUEIXNVWV","Abhilash G","First of all i got this for 2999.For that price it was a great deal guys...Pros:What i have noticed from sony compared to other brands is they have an exceptional vocal clarity.This product is also showing that.Base is adequate i mean it is enough and pure drop..What i am wondering is they have brilliant battery backup.When i am using around 1hr its showing full charge on both buds..Sony headphone app is useful while we can set the equalisers..Charging case and buds build quality is good not exceptional..Comes up with ipx4 water resistant (buds only)..Buds are light and not so heavy so it fits well in my ears.But i think its not suites well in small ears...Design is freakish good and it won't fall during any time..and it didn't give any pain during long usesCons:ANC is not there which is not a need for me,if you want means go for other buds in this price range.But it blocks an extent of outside noise because it fit in the ear so wellMicrophone captures almost all noise around us so call quality in a busy environment makes you so hurdle.No touch sensors so dedicated buttons are given but it feels good for me again it serves well..All over i chose this buds for sound clarity because i know what is SONY..And i love sony products always.I am giving one star less because of the microphone quality otherwise its a wonderful product from sony..","Reviewed in India on 24 July 2023","Sound department doing their work very well","4.0 out of 5 stars","","21","Black","WF-C500/Black"
"R2ZOZWZMWXNFE7","Koustav ghorai","Sound quality is too much peaceful......clear voice in phone call.","Reviewed in India on 19 November 2023","Mast!!!!","4.0 out of 5 stars","","0","Green","WF-C500"
"RB9ASU6P2OBBB","Ravindra k.","Very bad experience for calling","Reviewed in India on 9 January 2024","🤙","3.0 out of 5 stars","","0","Black","WF-C700N"
"R3QHU1AEJ9Z5JM","sundaram","Like","Reviewed in India on 14 November 2023","Good","4.0 out of 5 stars","","0","Black","WF-C500/Black"
"RT9ZCSZ2A173W","murali","Very good product value for money","Reviewed in India on 18 November 2023","Sound quality exordnary","4.0 out of 5 stars","","0","Black","WF-C700N"
"R26DQDIHXO6ZME","Venkat Nott","Solid Product, Easy to use.  Happy","Reviewed in India on 19 November 2023","Solid product. Easy to use.","4.0 out of 5 stars","","0","Black","WF-C700N"
"R110RETTGDBP04","Sai","just go for it, value for money","Reviewed in India on 28 January 2024","Excellent","5.0 out of 5 stars","","0","Black","WF-C700N"
"R29DBTW74LU9QW","jack","What a beautifully balanced sound.Used Boat411 and Boat411 pro, JBL C100, JBL wave 100, the sound is quit batter than JBL. Can hear small sounds in the music. Bout just in 4k damn......","Reviewed in India on 30 October 2023","Awesome.","4.0 out of 5 stars","","2","Black","WF-C700N"
"RQJGO6JBZ0URP","ReviewerwiddaRizz","Amazing product for a decent price. Lacking in a lot of things but makes up for it for good sound quality and audio prowess.","Reviewed in India on 22 January 2024","SONY - Bas Naam Hi Kaafi Hai.","5.0 out of 5 stars","https://m.media-amazon.com/images/I/71W0GzI37GL.jpg
https://m.media-amazon.com/images/I/71eZ2Af05tL.jpg","0","Black","WF-C500/Black"
"R282PAZGID0PYC","Suraj rai","। bud की साउंड क्वालिटी अच्छी है । और इसका anc,भी ठीक है। लेकिन इन ear buds के साथ् प्रॉब्लम भी बहुत बड़ी है, जैसे अगर इसका चार्जिंग केस खराब हो जाये ,या कही गायब हो जाये तो आपको कंपनी से कोई charging case नाहि मिलेगा । सर्विस बहुत हि खराब है । मैने हाल हि मे purchase किया था और् मेरा charging  केस कही गिर गया है ,अब मै उस ear bud  का क्या करु ,कंपनी मे बात करने पे वो सब बोल रहे है की ओको फिर नाया ear bud lena hoga  .Isliye mera review ye hai ki mt kharido ye sab","Reviewed in India on 5 November 2023","Not impress by sony company .","3.0 out of 5 stars","","2","Black","WF-C700N"
"R1FULVH9UAQ9TE","T.Chandra babu","I got it for 3500  recently in a sale , worth for every penny","Reviewed in India on 17 November 2023","Worth it for 3500","4.0 out of 5 stars","https://m.media-amazon.com/images/I/61PrnUBzL1L.jpg
https://m.media-amazon.com/images/I/61hm7B21ewL.jpg
https://m.media-amazon.com/images/I/61tyB0BTKCL.jpg
https://m.media-amazon.com/images/I/71T3Oo2Rg5L.jpg","0","Sage Green","WF-C700N"
"R305NMA74A120A","NEERAJ KUMAR SINGH","Some good but sound quality is not best as per prise...","Reviewed in India on 20 December 2023","Sound quality is average.","3.0 out of 5 stars","","0","Black","WF-C700N"
"R21VPJ4I33QZO9","Arnab De","Good sound quality , excellent sound and vocal, no any complaint.Good serviceAll about goodI really happy this product.","Reviewed in India on 21 January 2024","I love Sony sound","5.0 out of 5 stars","https://m.media-amazon.com/images/I/71Dgjo3YoWL.jpg
https://m.media-amazon.com/images/I/71ZmLvUMMwL.jpg
https://m.media-amazon.com/images/I/71g7+-sGMlL.jpg
https://m.media-amazon.com/images/I/818jnYGWk9L.jpg","0","Black","WF-C500/Black"
"R246Z9Q1U9SFR3","KAUSHIK","It is the first time in my life I've considered a bluetooth earphone. Received the product. Unboxed it, read the manual, paired it with phone. No trouble. Sound is standard issue, as claimed on the detailed reviews on internet. Nothing extraordinary.I check the range on first day, around 10 metres after which the audio starts breaking. Used it for 3 days without any issues, both the units working and battery charging as usual.After 3 days, the right bud disconnects randomly. Try pressing the button on it but no play/pause response on phone. I notice that it said ""power o...power o...power o..."". It couldn't successfully power on or connect to bluetooth. Put it in the case for a minute and it was good. Also that day the right unit began losing signal suddenly, despite being within 2 or 3 metres of the phone, line of sight being unblocked. I thought maybe it happens in bluetooth earphones and isn't a big issue.The issue amplified in the upcoming days. The right unit kept losing signal and kept powering off itself randomly, sometimes it could power on sometimes it couldn't.Today, it couldn't even power on after putting it in case. All I could hear is a static sound coming on and off in a few seconds from the right unit, its trying to do something but it isnt succeeding.I brought it for Rs 5666 in Feb 2023 from seller Appario. I've ordered several items from them in the past and they've not let me down.I've concluded that this unit is a bust. Bad luck, I got a lemon. Should have doubted that something is wrong with it when it was selling for a discount. There are manufacturing issues with 1 to 5% of the products, that's how good things are manufactured these days, so when you end up with something defective it's a sour experience. And before you ask, I've been taking great care of them by not wearing them in weird places like toilet and shower.Warranty is a thorny road, and so is replacement. The amount of red tape surrounding warranty is obnoxious. Since I trusted Sony name I took a chance that these units will last but they didnt and my chance for asking a replacement gone. Got no other option other than biting the bullet and eat the cost. Even if I get a replacement, this lemon is going to end up in refurbished market where some other poor fellow would buy this sour lemon again and get his taste soury.Bottom line- be ready to eat the cost of product in case it's a lemon, don't rely on warranty and replacement policies because they are always tipped in favour of the seller/manufacturer.Update: Made up my mind to dispose it off. Know your place, trash!","Reviewed in India on 6 March 2023","Got a short fused lemon, otherwise good","2.0 out of 5 stars","https://m.media-amazon.com/images/I/51FwsxzXWqL.jpg
https://m.media-amazon.com/images/I/617mUnUHB1L.jpg
https://m.media-amazon.com/images/I/61P5N5PVlSL.jpg
https://m.media-amazon.com/images/I/61RaXIpzWyL.jpg
https://m.media-amazon.com/images/I/61iALGYTsaL.jpg","30","Orange","WF-C500/Orange"
"R3DZBZ95AL5J5F","Akhil","Pros:Sound 4/5Comfort 5/5Anc:4/5Connecitivity : 4/5Sound profile is the best in the segment after you tweak some settings in the Sony headphone app. The 'excited' option in equalizer sounded best to me. Although you could get even better after you adjust equalizer. And I preferred sound quality over connecitivity in the settings. Voice prompt turned off.Con:Battery: Only issue I'm facing is that the earbuds charging is stuck at 100 and not draining. I've been using it for atleast 3 hours a day but the battery won't drop. However initially the left ear bud was showing uneven battery drain, it went from 100 to 20 in less than 45 mins.  Hopefully I get the product replaced from Sony. Will update .Update: (14-08-13) Apparently the battery drain in left earbud was evident only when connected to tv. The battery being stuck at 100 resolved on it's own. Not sure why it happened. However I haven't decided on whether to get this replaced. Shall update.","Reviewed in India on 9 August 2023","Perfect earbuds!","4.0 out of 5 stars","","24","Lavender","WF-C700N"
"R26F9RJJDLKMCQ","M VISHAL","If you are a Basshead, this is definitely not for you. People think they know what it's like to be a Basshead, but they have no clue what they are talking about. The bass on this is as flat as there can be.The vocals and the rest of the stuff is fine. Nothing exceptional. If bass is your main priority, these won't matter anyhow.But definitely not for bassheads looking for proper bass.","Reviewed in India on 10 October 2023","Not for Bassheads ❌","4.0 out of 5 stars","","18","Black","WF-C500/Black"
"R3M3FUMFRAMYYH","P.Madhu","Good one","Reviewed in India on 3 February 2024","Recommended","5.0 out of 5 stars","","0","Green","WF-C500"
"R3J1SN5RJG1GH","seran baskaran","I have used jbl tune beam bought for 6k.When comparing the bothSony is tuned very nice sound more naturalGood bassoverall it is worth for the price....Before the pros and consI have bought this buds only for song...my only priorityWhich satisy me well..ConsFor calling averageno ANC or talk throughNo touch functionsI am not a big fan of buds...I prefer stick but Sony doesn't have an optionFor longer listening felt little discomfort on wearing in the right side..buds are quite bigProsEven a very little details in the song can be here..sound separation was so niceWith dolby atmos i was in extremeReally worth....thanks @sony","Reviewed in India on 10 December 2023","Bought at 3000","5.0 out of 5 stars","","0","Green","WF-C500"
"R1R2TXU31W4FOI","Imamuddin Ansari","Good service","Reviewed in India on 28 January 2024","Good","5.0 out of 5 stars","","0","Lavender","WF-C700N"
"R2BYKU40M7JP4C","Placeholder","Sound quality excellent","Reviewed in India on 25 January 2024","sound quality","5.0 out of 5 stars","","0","Green","WF-C500"
"R2JEMOCMTUF1TQ","SS","Have used many earbuds including Jabra and Bose also but this one found complete in all aspects....like noise cancellation, Voice calls and music quality as well....👍👍⭐⭐⭐⭐⭐","Reviewed in India on 12 January 2024","Perfect","5.0 out of 5 stars","","0","Black","WF-C700N"
"R17305PN75WK70","Saurabh A","This could have been better, a lot of space wasted in cover which could have made product slimmer and easy to carry","Reviewed in India on 14 November 2023","Good product but a bit bulky","4.0 out of 5 stars","","0","Orange","WF-C500/Orange"
"R3PDNB19T036GF","Ravi Kumar","Sound quality is good no doubt about that.  But while taking calls through Zoom and Teams, there is a issue in notice cancellation.","Reviewed in India on 16 December 2023","Sound quality is good","3.0 out of 5 stars","","0","Black","WF-C500/Black"
"RKEZFW6W86XDL","Manoj","Sound quality seems excellent to me.App is not easy to use.ANC seems fine at price.I am happy with press button control and those are configurable.Updating review: office call also works excellent for me.Go for it at this price.","Reviewed in India on 27 October 2023","Value for money","4.0 out of 5 stars","","0","Black","WF-C700N"
"R1HPVYPB0KQWYZ","Mohammad Hossain","Very cosy, no Modern specs but it's built for sound quality only. Best in the market.","Reviewed in India on 21 January 2024","Just love it","5.0 out of 5 stars","","0","Green","WF-C500"
"R1S8SO6EH01TXE","Varun Mehta","Don't buy if you get in 8k or 6k becoz i purchased in just 4.5k and i compare it with OnePlus Nord buds 2 sony sond is good but sound is low and charging is medium not good but not bad in this product you  get touch controls buttons this product is good if you are buying in cheapest price","Reviewed in India on 26 November 2023","Sound quality and price","3.0 out of 5 stars","https://m.media-amazon.com/images/I/711nG-m5W8L.jpg
https://m.media-amazon.com/images/I/71X-mgtU4WL.jpg
https://m.media-amazon.com/images/I/81ALlzK1f-L.jpg","3","Black","WF-C700N"
"R2Z0QT9WQLA5LB","vinay kumar","I'm a big fan of Sony since childhood. Used different earphones but I always end up choosing sony over other brands. The XB series is the best if you are a bass lover. This TWS is good. Quality of sound is also good but there's no much punchyness in the bass. I'm using XB 700 and this one now. XB series have better bass. Hope this helps.","Reviewed in India on 8 October 2023","Go for extra bass options in Sony","4.0 out of 5 stars","","18","Black","WF-C500/Black"
"R2N24FJRTU92BS","Dennis","PositiveHeadphone build quality is really good & easy to carryMusic can be Customisable with Sony appMusic quality greatNoise cancelling is goodWater resistance is good - Best use for gym purposeNegativeIn comparison this headphone’s max volume is averageBass is not good","Reviewed in India on 18 November 2023","Review after one month use with iPhone","3.0 out of 5 stars","","0","Black","WF-C700N"
"R1N5GSWV37YBNL","moghe","Good to use, amazing battery and good to wear.","Reviewed in India on 30 January 2024","Clarity","5.0 out of 5 stars","","0","Orange","WF-C500/Orange"
"R2H8OY6MTHSKDF","Sony","Not expected Bass But the Quality is Good","Reviewed in India on 14 December 2023","Okay","3.0 out of 5 stars","https://m.media-amazon.com/images/I/71Zyr2baDaL.jpg","0","Green","WF-C500"
"R1235N6LPA9GF9","Promothesh C.","SONY - the name says it all","Reviewed in India on 23 January 2024","Sony 🔥🔥🔥🔥","5.0 out of 5 stars","https://m.media-amazon.com/images/I/61Iqj-4mygL.jpg
https://m.media-amazon.com/images/I/61MfePG-DwL.jpg
https://m.media-amazon.com/images/I/61weu6azgaL.jpg
https://m.media-amazon.com/images/I/71d0WDUD3BL.jpg
https://m.media-amazon.com/images/I/71yGORXbjeL.jpg","0","Black","WF-C700N"
"R225LCX3L9VHIT","Krishna Yadav","Battery lasts upto 1.5 days in a single charge. Touch controls are decent and service is gr8.","Reviewed in India on 28 October 2023","Good!","4.0 out of 5 stars","https://m.media-amazon.com/images/I/51PdU-riEOL.jpg","0","Black","WF-C500/Black"
"R7HX1VFBL2ERN","Moh Bharti","It usually takes time to fit in the ear. There is no touch control in this price point earbud, very unfortunate.","Reviewed in India on 28 October 2023","Ear Fit","4.0 out of 5 stars","","0","Black","WF-C500/Black"
"R1C29MVE42IIW0","shashank goyal","As per price better option are available in market with better features and look.","Reviewed in India on 8 December 2023","Not worth purchase","3.0 out of 5 stars","","0","Black","WF-C500/Black"
"R2STAORMFECYRV","Karunakashap","I love sony products btw I love the sound of it and this earbuds have a amazing battery backup if you use 3 house or 4 battery bearly gonna down but it's hard to tell how much time to charge a case but when the case started blinking in red light then case need to be charged overall really good just go for it 🎀👍","Reviewed in India on 19 August 2023","Awsome sony headphones or earbuds just awsome","4.0 out of 5 stars","","0","Black","WF-C500/Black"
"R11U2YMVWCHIQ","Abhirup Banerjee","The fit in the ear and the sound quality of the buds are excellent. It is very comfortable in the ear unlike some other TWS earbuds available in the market. The sound quality can be adjusted according to your linking using the Sony Headphones app. ANC and Ambiant sound mode works great. The only one small flaw is that the battery indicator on the Sony Headphones app is incorrect. It does not seem to reduce from 100% due to some wierd reason. This issue can be fixed with an update in the app easily. Overall a great piece of TWS earbuds from the legendary house of Sony.","Reviewed in India on 31 August 2023","Excellent TWS Earbuds from Sony!!","4.0 out of 5 stars","https://m.media-amazon.com/images/I/81aM5YLWzpL.jpg
https://m.media-amazon.com/images/I/81fqbd0NdiL.jpg","17","Lavender","WF-C700N"
"R3O1GPA50AW35X","Dharmender kumar","Mast hai bahi","Reviewed in India on 21 January 2024","Sound","5.0 out of 5 stars","","0","Black","WF-C500/Black"
"R29RX6DOYEDWBZ","P U R Vital","Satisfied","Reviewed in India on 21 January 2024","Good","5.0 out of 5 stars","","0","Black","WF-C500/Black"
"R2NNHMFRN6VEY8","Devashish Mandloi","I have been using these pods for past 6 months.The bass we got in these are not that high but I must say overall music is perfectly balanced you can differentiate between vocals and instruments and even notice every instrument in background.Build quality is good. I got these for 3k so it's a fair deal but they are not worthy if you buy these for more than 3.5k.If you want to experience a good bass keep volume at around 70% an they are even better than apple air pods. Everything is so balanced they you will never regret buying them.","Reviewed in India on 5 September 2023","A fair deal","4.0 out of 5 stars","https://m.media-amazon.com/images/I/51bFmRAbdeL.jpg","25","Black","WF-C500/Black"
