"id","profileName","text","date","title","rating","images","helpful","variant:colour","variant:style name"
"R2JVWQMAK63B7D","Rishi Raj Rai","It is a good deal for the price. However, it does not have a good microphone so sometimes you would have to hold one of the earbuds near your mouth so that voice can properly transmit. Also, it does not connect sometimes, so you have to close the earbuds in the case again and take them out sometimes, you have to do it 2-3 times. But rest is good. Battery life lasts for a good time though I don't use them much so can't tell.","Reviewed in India on 18 January 2024","Okeyish","4.0 out of 5 stars","","0","Bold Black","Without ANC"
"R3IEHZUNZE0FCX","shreenidhi","I've been using this one for 9 months and it has working surprisingly fine, since I'm using it more than 10 hrs a day . The battery rn holds for like 35 hrs approx in one full charge . Go for it 👍","Reviewed in India on 2 February 2024","Cheap and best","4.0 out of 5 stars","","0","Bold Black","Without ANC"
"R1Z1HYU3W8EE83","Placeholder","My first impression on this product was okay-okay but quality of the sound was greater than my expectation at this price.Pros: 1. Different sound modes2. ANC mode is really good. When I working at office in this mode my neighbor colleagues were trying to call me (shouting) but I don't even hear a single word. 😀. This proves ANC was awesome.3. Battery backup is really good.Cons:1 There is no volume control on pods.2. The call answering button/touch didn't work well.3. The sound when it comes while pairing was  like haunting sound. They would have choose way better chimp sound.4. Mobile app on iOS didn't work.If you are only focusing on pods for good music go for it but you are a person who attend more phone calls this may be little annoying.","Reviewed in India on 4 January 2024","Great product","4.0 out of 5 stars","","2","White","with ANC"
"R3EINCGIG82UUV","Kindle Customer","The only thing I didn't like is it suddenly burst high volume of music automatically when I haven't even started to play any music. Like a accident tap on it can trigger volume into maximum level.","Reviewed in India on 31 January 2024","Worth the price","4.0 out of 5 stars","","0","Gunmetal Black","with ANC"
"R1OSLV52TK0LAP","Placeholder","If you only consider feature like ANC so this is a good option but if you care about bass and build quality there many more option available like realme Techlife t100 buds (I have personally used this and it is good option considering the price it come with App support etc)","Reviewed in India on 26 January 2024","Review of Airdopes 141","4.0 out of 5 stars","","0","Gunmetal Black","with ANC"
"R2R5XH2NEMR4TV","Kindle Customer","After use 2 months earbuds working good in this Price range I think this is a good product, sound, battery backup and quality all good but not properly in my ear.","Reviewed in India on 31 January 2024","Nice product good sound and good bettry backup","4.0 out of 5 stars","","0","Cider Cyan","Without ANC"
"R2B33MPON5OTBK","Rohan M","Working Good.Sound Quality & Battery back-up are up to the mark.Pairing is easy.But the ears do start paining a bit after an hour or so of continuous use.","Reviewed in India on 29 January 2024","Good","4.0 out of 5 stars","","0","Cider Cyan","Without ANC"
"R1LRS4DOVIMA50","Sona","Pros1.sound is very good2.compact design, easy to carry3.cistomer service is very goodCon1.MIcrophone is not good2.noice cancelation not working proparly3.","Reviewed in India on 3 February 2024","Nice","4.0 out of 5 stars","","0","Bold Black","Without ANC"
"R167R1T3PGN13P","Mayur Tadavi","These are the best earbuds in this price range. The sound quality is good, and the bass is good","Reviewed in India on 31 January 2024","best in this price range","4.0 out of 5 stars","","0","White","with ANC"
"R2D0DA55FRPRXQ","Somnathstark","Totally average build quality..but when compared to its price the build quality was good when compared to other brands...and the ANC mode was pretty good it clears only low decibal noises...like a fan sound and some voices..but it's not clear high sounds when we're like in traffic like that..but at this price the ANC was good and the beast mode was so good for gaming there's a 2 milliseconds delay in gaming like pubg and call of duty....and the ambient sound is like a normal mode when we hear ...and the Desing of the case was totally good...value for money of course I recommend it to all customers who all are have budget under 2000....","Reviewed in India on 1 January 2024","Value for money","4.0 out of 5 stars","","3","Green","with ANC"
"R3L58RWMCKJG4K","Jayesh","Good fit, impactfull anc, good sound, just touch gesture is thing that cant be guessed where to touch exactly to use for new user..Overall good product..","Reviewed in India on 23 January 2024","Good product","4.0 out of 5 stars","","0","Green","with ANC"
"R1S9B6LNIPNQNW","Kamal Dubey","Value for money in this price range as I bought in Rs 1500 . Battery backup is good, sound quality is  good and calling is average but as price it is good","Reviewed in India on 26 January 2024","Battery Backup, Calling quality","4.0 out of 5 stars","","0","White","with ANC"
"R170XVN9HSEI1S","Kajal","sound quality n buds quality both are good justify product to the price","Reviewed in India on 1 February 2024","sound quality is good","4.0 out of 5 stars","","0","White","with ANC"
"R34EZ4XZMTPXEY","Effron Rifon","The sound quality is good.Good ANC for the price range.","Reviewed in India on 30 January 2024","Good Product","4.0 out of 5 stars","","0","Green","with ANC"
"R3G3YJBN5Y8HTL","Ritik","Sound quality very goodCall quality average not bad this price segmentValue for moneyBattery backup superb","Reviewed in India on 27 January 2024","Overall good","4.0 out of 5 stars","","0","Active Black","Without ANC"
"RHS6RGW6FL8XU","Armyyyyyyyyyyyyyyyyy_7","Liked it they are pretty sturdy and kinda worth the money","Reviewed in India on 31 January 2024","Good","4.0 out of 5 stars","","0","White","with ANC"
"R3Q15RJS6NR70V","Sanjeev","Product is very good.. packaging was nice.. No damages to the product. Quick delivery","Reviewed in India on 15 January 2024","Product description","4.0 out of 5 stars","","0","Pure White","Without ANC"
"RDBCUBFWX2M25","Preetham","What I liked the most is that the design and weight of this piece and even for the calls.what I dislike is the ((bass)) there isn’t a maximum bass that what I’ve expected 🥲","Reviewed in India on 16 January 2024","Quality is good","4.0 out of 5 stars","","0","White","with ANC"
"R282JP1A7LWYEY","RAM KUMAR G","STEREO EFFECTS ARE NOT UPTO OUR EXPECTATIONS","Reviewed in India on 3 February 2024","STEREO EFFECTS","4.0 out of 5 stars","","0","Green","with ANC"
"R21Q60FNAQK4X3","Sneha Tiwari ","Amazing product with reasonable range, nice sound qualityAlso talking about the battery,  I just charge it once or twice a week and it's good to goA must buy","Reviewed in India on 19 January 2024","It's a steal deal!","4.0 out of 5 stars","","0","Cider Cyan","Without ANC"
"R2WR2PLRTURNQ7","Deepan","Worth for money and highly recommendable","Reviewed in India on 31 January 2024","Worth for money","4.0 out of 5 stars","","0","Bold Black","Without ANC"
"R3J7R00NB82H2R","Mohammad mohiuddin","Battery voice and noise cancellation excellent","Reviewed in India on 16 January 2024","Superb","4.0 out of 5 stars","","0","Gunmetal Black","with ANC"
"R3RYMIL197GQZY","DEEPAK G","Sound is good. touch call end stop function is nice","Reviewed in India on 16 January 2024","Good product","4.0 out of 5 stars","","0","Bold Black","Without ANC"
"R3JVA35EZW2GLS","Jammy","Product did not has any brand name ""boAt""Don't know if it is some cheap Chinese item.","Reviewed in India on 24 January 2024","BRAND NAME","4.0 out of 5 stars","","0","Cider Cyan","Without ANC"
"R28Z59RFH32TSW","Rohit Kathroj","nice product based price , voice not clear while talking ,bass quality low , its a good product","Reviewed in India on 23 January 2024","not statified as if i expected quality  sound","4.0 out of 5 stars","","0","Bold Black","Without ANC"
"R1GDZHU4Z1TLFA","Placeholder","Nothing Extraordinary Product, Bass could have been better...","Reviewed in India on 17 January 2024","Boat 141","4.0 out of 5 stars","","0","Gunmetal Black","with ANC"
"R2REPZQ8LSUHSA","Zishan Peerzade","While calling only it gives problem","Reviewed in India on 24 January 2024","Must buy product","4.0 out of 5 stars","","0","White","with ANC"
"R178TWAMGA0QU9","Sushanth","Good sound for the budget","Reviewed in India on 1 February 2024","Budget friendly","4.0 out of 5 stars","","0","Gunmetal Black","with ANC"
"R27H13WR8DGSSU","Dibish Joseph","Vary very good Airpod","Reviewed in India on 25 January 2024","Good product","4.0 out of 5 stars","https://m.media-amazon.com/images/I/71TTeDwwWgL.jpg
https://m.media-amazon.com/images/I/71VHKRQPv8L.jpg","0","Olive Green","Without ANC"
"R28ZQMI6AP2BOF","urk","Satisfy with this product","Reviewed in India on 2 February 2024","Good","4.0 out of 5 stars","","0","Olive Green","Without ANC"
"R3TSICH50O49EW","Mohit gaikwad","Average sound quality","Reviewed in India on 17 January 2024","Average","4.0 out of 5 stars","","0","Bold Black","Without ANC"
"R2J56EOIFKCPN2","Placeholder","Good with great sound","Reviewed in India on 17 January 2024","Boat airdopes","4.0 out of 5 stars","","0","Bold Black","Without ANC"
"R1YCTMZCCTOZ7N","Rahul Tomar","Defnitely value for money.","Reviewed in India on 27 January 2024","Value for money.","4.0 out of 5 stars","","0","Bold Black","Without ANC"
"R3V0DZIFH4S9O3","Soleman Ali","Product good","Reviewed in India on 21 January 2024","Product good","4.0 out of 5 stars","https://m.media-amazon.com/images/I/61f9ioWj4FL.jpg","0","Bold Black","Without ANC"
"RZP2ZHMCLQ8FI","sagar jejurkar",false,"Reviewed in India on 25 January 2024","Good for these price range","4.0 out of 5 stars","https://m.media-amazon.com/images/I/61PKN-Yj3sL.jpg","0","Bold Black","Without ANC"
"R2EREBPDQVSFB9","Good ",false,"Reviewed in India on 3 February 2024","Good backup","4.0 out of 5 stars","https://m.media-amazon.com/images/I/71y48gsamLL.jpg","0","Cider Cyan","Without ANC"
"R1ZWNPNI0SQU5Z","Nazima shaikh","Good product","Reviewed in India on 20 January 2024","Sound is best","4.0 out of 5 stars","","0","Pure White","Without ANC"
"R2HVEUKR0YWD3E","Sk","Not bad","Reviewed in India on 31 January 2024","Product review","4.0 out of 5 stars","","0","Cider Cyan","Without ANC"
"RUJEMNLZS1A82","Nagu","Nice battery life excellent","Reviewed in India on 11 January 2024","S.nagu","4.0 out of 5 stars","","0","Green","with ANC"
"R2GMS1RSEMMX8Y","Nice Product, Good quality, Superb 👍🏻","Good product, Nice quality👍🏻","Reviewed in India on 19 January 2024","Good 👍🏻","4.0 out of 5 stars","https://m.media-amazon.com/images/I/71s2Sx1uJBL.jpg","0","Bold Black","Without ANC"
"R23BDNWRM7VETN","Mohan ","Average","Reviewed in India on 21 January 2024","Good","4.0 out of 5 stars","","0","Cider Cyan","Without ANC"
"R15VBCF0WQ3FKZ","Amit Mondal ","Nice product","Reviewed in India on 13 January 2024","Sounds good","4.0 out of 5 stars","","0","Cider Cyan","Without ANC"
"R1YN9LL4RP2WOE","Swami","Good one","Reviewed in India on 18 January 2024","Good one","4.0 out of 5 stars","","0","Thunder Blue","Without ANC"
"R2E7ONVNFUZWHP","Mukku","Good","Reviewed in India on 1 February 2024","Good","4.0 out of 5 stars","","0","Green","with ANC"
"R2A6D9MAZFQI4N","piyush","Good","Reviewed in India on 13 January 2024","Good","4.0 out of 5 stars","","0","Gunmetal Black","with ANC"
"R16GULPYC5517W","Harsha Vardhan","Nice","Reviewed in India on 21 January 2024","Ok","4.0 out of 5 stars","","0","Bold Black","Without ANC"
"R3UHGSFQEMAIBX","Sirigidi Ramesh","Good product","Reviewed in India on 25 January 2024","Best","4.0 out of 5 stars","","0","Gunmetal Black","with ANC"
"RHHRL618A0C5E","Ronit yadav","Gifted this to my sis","Reviewed in India on 29 January 2024","Good product","4.0 out of 5 stars","","0","Gunmetal Black","with ANC"
"R1ZNLLOUB1HX8J","NR","Extra ear buds not givin in my pack but itom was very good 👍","Reviewed in India on 10 January 2024","Extra ear buds","4.0 out of 5 stars","","0","Bold Black","Without ANC"
"R18MW2HBE41ACV","Dilip Kumar Yadav","Awesome sound quality!","Reviewed in India on 29 January 2024","Sound","4.0 out of 5 stars","https://m.media-amazon.com/images/I/61S3TCJwGwL.jpg","0","Thunder Blue","Without ANC"
"R1O0DOXT8XN2P5","Nice but not excellent ","Sound is good.Bass is good.Sensors good.Every thing is gud but build quality is not that good. Boat should improve its build quality. Doesn't give you as boat vibe. Looks like replica of boat. Look is not premium.","Reviewed in India on 10 January 2024","Nice but not excellent","4.0 out of 5 stars","","0","Green","with ANC"
"R2I066UYKZBOAZ","Nikhil Dongare","Product look is fabulous, sound quality good , bass is on an average, functioning is fabulous , connectivity is fast , handling is so good over all excellent just bass need to improve little bit as per prize range","Reviewed in India on 4 January 2024","Look is extremely good","4.0 out of 5 stars","","0","Green","with ANC"
"R2997K05MBWEZN","Aryansinh Parmar","After approximately 2 months of usage, I am reviewing Boat Airdopes 141. It is very comfortable to fit in the ear, also having good battery life and sound quality. But one disappointing thing is that it does not have dual pairing.","Reviewed in India on 3 January 2024","Very good product but it doesn't contains dual pairing feature.","4.0 out of 5 stars","","3","Bold Black","Without ANC"
"R9NE8OSWIQ8HP","Sandhya","Good","Reviewed in India on 19 January 2024","Good","4.0 out of 5 stars","","0","Gunmetal Black","with ANC"
"R1860OUV1N82WV","Sreekanth","Better durability. Awesome battery back up. Im using from couple of months. Feel good enough!","Reviewed in India on 7 January 2024","Better battery back up","4.0 out of 5 stars","","0","Bold Black","Without ANC"
"R1BCJGE51VGCLT","Kamal Chandra","Good","Reviewed in India on 2 February 2024","Nice","4.0 out of 5 stars","","0","Olive Green","Without ANC"
"R241ZHJEWT8UBT","PP","Very Good product in this price range.it one of best product. Only thing is that big in size due to which it is not fitting in ear,also battery backup can be good, other wise everything is OK.","Reviewed in India on 4 January 2024","Airdooes 141 ANC","4.0 out of 5 stars","","0","White","with ANC"
"R2DAVH0J14TKUG","Pamarthi Raju",false,"Reviewed in India on 30 January 2024","Super","4.0 out of 5 stars","https://m.media-amazon.com/images/I/71PYvtE7W2L.jpg","0","Bold Black","Without ANC"
"R3JXQXF8R1CYZX"," The diary is awesome ","Good one","Reviewed in India on 1 February 2024","Nice","4.0 out of 5 stars","","0","Olive Green","Without ANC"
"R2OC6A11PNIAEZ","Amazon Customer","Boat Airdopes deliver impressive sound, comfortable fit, and reliable touch controls, but occasional connectivity issues may arise. Solid choice for budget wireless earbuds.","Reviewed in India on 4 January 2024","Boat airdopes 141 ANC","4.0 out of 5 stars","","0","White","with ANC"
"R36GH2Y1HJRZYZ","Bad","Super 🤩","Reviewed in India on 10 January 2024","Super","4.0 out of 5 stars","","0","Thunder Blue","Without ANC"
"R2380BTWSW5NSP","Valmik Parkhi ","The quality of product is sturdy, hinge is perfect no rattling, but with product there is only one problem there is not much bass to it theys can be only heard when it is in its signature mode while in balance mod no bass is there.","Reviewed in India on 4 January 2024","Great product 😄","4.0 out of 5 stars","","0","Gunmetal Black","with ANC"
"R3N8N7818EPDEU","80 milliseconds of delay? Yeah...that's way too high...But still it's sorta decent..so 4 stars is enough of this monstrosity.","This thing costed a lot...but came down with pretty damn bad...Expectations not met...80 milliseconds...too high.","Reviewed in India on 12 January 2024","Sound Delay","4.0 out of 5 stars","","0","Bold Black","Without ANC"
"R14J0WDNLGADDS","Raj kumar B","I'm writing this review after 6 months of usage. Battery backup is really good. It's coming for a week to me. It's not falling down even in dancing. Sound effects are really awesome.","Reviewed in India on 18 January 2024","Good one","4.0 out of 5 stars","","0","Cider Cyan","Without ANC"
"R2FR8FXPGEA4RT","yogesh k m","Long duration battery... nice product","Reviewed in India on 26 January 2024","Nice","4.0 out of 5 stars","","0","Cider Cyan","Without ANC"
"R29NOVCSYZIQL3","Pikachu","The audio performance, including remarkable sound quality and robust bass, has been consistently impressive during my 4 month usage. The standout feature, aptly named BEAST MODE adds to its allure. However it's worth noting that a notable drawback is the absence of a noise cancellation of feature","Reviewed in India on 19 January 2024","Awesome one","4.0 out of 5 stars","","0","Cider Cyan","Without ANC"
"RWY1T4RZVU7F2","manoj Sathi","Overall good quality and works fine , the bass is on the lower side and noise cancellation is also not very great","Reviewed in India on 6 January 2024","Review","4.0 out of 5 stars","","0","Gunmetal Black","with ANC"
"RHWKVBNA2ZQR","Aneeshkumar","Good","Reviewed in India on 29 January 2024","Better","4.0 out of 5 stars","","0","Gunmetal Black","with ANC"
"R18ILCB6T7J5HQ","Pankaj Gupta ","Musical instrumentsBreast ModeNeed to improve in ENCCalling Improvement mostly","Reviewed in India on 22 January 2024","Music Taste","4.0 out of 5 stars","","0","Bold Black","Without ANC"
"R294HHONX8QJSJ","Andy","1. Problems related to Delive:-I ordered the Airdrops & a case which cost ₹1500/- with 1 day free delivery 🚚 (I am not a prime member) but they cost ₹1800/-. They say that ₹150/- for each item delivered.Now my Question is 'Why they say that 1 day free delivery'It is okayPRO TIP : At last check the price and calculate by your self or calculator.2.  Now talk about Problems:-  When I was using left bud only It is good but when I was using both at a time left bud was quite low.  At this point a Bigg Brain man will do like me,  RETURN IT😜.PRO TIP: Don't let your Problem be, Make a Solution.","Reviewed in India on 12 January 2024","Problems related to Delivery, Some cons & 2 PRO TIPS","3.0 out of 5 stars","","0","Cider Cyan","Without ANC"
"R1STCTWOSHUDOR","Placeholder","I liked this product. Easy to handle, quick charging, long life battery, only i faced pairing issue when i am using single in left ear. After 5 minutes its automatically disconnecting.","Reviewed in India on 8 January 2024","Value for money","4.0 out of 5 stars","","0","Bold Black","Without ANC"
"R1T444SCBD9K2E","VEE","I liked the sound quality. Previously I was using airdops 161 which had 13 mm drivers and trust me those sounded very bad due to overpowered bass and 8mm drivers in airdops 141 beat that in sound quality. 8mm doesn't mean it doesn't have bass. It has adequate amount of bass and trebles are good too. Case seems durable.I primarily bought it for music and it didn't disappoint me. Calling quality is ok, not bad. I don't play games so I didn't need low latency.Fit is ok but can't sleep on side with these.I bought it in 1.3k. Anyway, If you can grab it at 1.1k-1.2k would be a good deal.I'll change rating to 5 if it lasts 1 year at least.Only one con; Wish boat had provided us app to control touch gestures, just like Realme's realme link  and oppo's hey melody app.","Reviewed in India on 24 December 2023","Better than Airdops 161","4.0 out of 5 stars","","4","Pure White","Without ANC"
"R2ZYWSYNXC4FI9","Placeholder","It is very good product iam using this product for 4months till now the product was good 👍👍👍👍👍😊😊😊","Reviewed in India on 15 January 2024","Nice product","4.0 out of 5 stars","","0","Bold Black","Without ANC"
"R26F4AL56P0A88","Sayo","The best Active noise cancellation in the market with good amount of experience with it. Highly recommended as per the budget of the product.","Reviewed in India on 2 January 2024","Nice product","4.0 out of 5 stars","","0","Gunmetal Black","with ANC"
"R2ISAMTDQUXUT5","Prathamesh","A reliable and good option for someone looking for cheaper earphones. Mine went bad almost after 2 years.","Reviewed in India on 6 January 2024","Great product for less money","4.0 out of 5 stars","","0","Cider Cyan","Without ANC"
"R3IAP1KPMXTP2K","Udemani Naik","Immerse yourself in an unparalleled audio experience with the boAt Airdopes 141 Bluetooth TWS Earbuds.Unleash the Power of Music8mm Drivers: Experience crystal-clear audio and powerful bass with these meticulously crafted drivers.Dual EQ Modes: Customize your sound with the Signature mode for deep bass or the Balanced mode for crystal-clear tones.Uninterrupted Entertainment42H Playtime: Enjoy up to 42 hours of total playback, ensuring an uninterrupted listening experience throughout the day.ASAP Charge: Never miss a beat with a quick 5-minute charge that delivers up to 75 minutes of playtime.Seamless CommunicationENx Technology: Experience crystal-clear calls and be heard effortlessly with ENx Tech's environmental noise cancellation.Quad Mics: Employing four microphones, these earbuds effectively capture your voice, ensuring clear and crisp audio during calls.Gaming ProwessLow Latency Mode: Activate the Low Latency Mode for synchronized audio and gameplay, giving you a competitive edge.Effortless ControlSmooth Touch Controls: Manage your music, calls, and voice assistant with intuitive touch controls.Built for DurabilityIPX4 Water Resistance: These earbuds are crafted to withstand splashes and light rain, making them ideal for active use.Experience the boAt Airdopes 141 difference and elevate your everyday audio experience.","Reviewed in India on 30 November 2023","boAt Airdopes 141: Immerse in 42H Wireless Audio Bliss","4.0 out of 5 stars","https://m.media-amazon.com/images/I/61D5bW0y6VL.jpg
https://m.media-amazon.com/images/I/71qgjARJlSL.jpg","2","Bold Black","Without ANC"
"R3TM0XYK1S97DD","Rajshree Gupta","I've been using these eardopes by Boat since October 2023 and it was good actually very good at this price level I can say it's affordable and must buy product. If you're a student as like me and don't want to spend on devices if you have less use,then it's good to go product 😉👍","Reviewed in India on 5 January 2024","It was good at this price level.","4.0 out of 5 stars","https://m.media-amazon.com/images/I/5110lq-O1WL.jpg
https://m.media-amazon.com/images/I/51djq71ZhaL.jpg
https://m.media-amazon.com/images/I/61WH1AoL5-L.jpg","3","Pure White","Without ANC"
